golden_provider_id,cluster_size,source_system_anchor,updated_at_anchor,npi,first_name,last_name,gender,specialty,email,phone,address_line1,city,state,postal_code,country,record_status
GPROV0000081,1,CRM_B,2025-12-26T22:26:42,,Aadhya,Prasad,F,Endocrinology,urvibhavsar@example.org,1615280988,16/560 muni road,Vasai-Virar,NJ,67080,US,Active
GPROV0000082,1,CRM_B,2025-11-09T16:06:05,,A.,Prasad,F,Pediatrics,urvibhavsar@example.org,1615280988,16/560 muni road,Vasai-Virar,NJ,67080,US,Active
GPROV0000083,2,CRM_A,2026-02-09T19:58:40,7839626408.0,Yashica,Kala,U,Gastroenterology,vasatikakapur@example.org,8514936899,40/24 nori road,Chennai,IL,46559,US,Inactive
GPROV0000084,1,CRM_A,2025-12-31T09:43:52,2395925222.0,Pratyush,Dhar,U,Endocrinology,jboase@example.net,0183667525,59/910 dugar street,Jodhpur,NY,46655,US,Active
GPROV0000085,1,CRM_A,2025-12-06T04:27:17,4256292393.0,Anita,Savant,F,Pediatrics,,4381561497,h.no. 369 amble nagar,Barasat,PA,12260,US,Active
GPROV0000086,1,CRM_B,2025-12-24T09:23:04,,Anita,Savant,F,Pediatrics,,4381561497,h.no. 369 amble nagar,Barasat,PA,12260,US,Active
GPROV0000087,1,CRM_A,2025-12-19T06:31:51,7575259637.0,Siddharth,Devan,M,Psychiatry,bimala51@example.org,6226838851,06/071 sanghvi path,Erode,NC,69473,US,Active
GPROV0000088,1,CRM_B,2025-10-17T13:23:05,,Siddharth,Devan,M,Psychiatry,bimala51@example.org,6226838851,06/071 sanghvi path,Erode,NC,69473,US,Active
GPROV0000089,2,CRM_A,2026-01-04T08:40:00,1795212538.0,Bimala,Contractor,F,General Medicine,ubail@example.org,7516136968,45 nath ganj,Solapur,GA,78765,US,Active
GPROV0000090,1,CRM_A,2025-12-02T10:26:29,,Yashvi,Comar,F,General Medicine,ikshitapanchal@example.net,2312432921,77/997 naidu,Saharanpur,WB,660081,IN,Active
GPROV0000091,2,CRM_A,2025-12-22T21:03:55,8528185058.0,Ria,Bir,U,Dermatology,osathe@example.com,9058147700,h.no. 11 tripathi,Surendranagar Dudhrej,AK,72746,US,Inactive
GPROV0000092,1,CRM_A,2025-10-26T10:39:07,,Benjamin,Sengupta,M,Oncology,ekantasoni@example.net,0715182037,89/25 mandal path,Alappuzha,AK,17026,US,Active
GPROV0000093,2,CRM_A,2025-10-10T01:10:19,8578226896.0,Hamsini,Ben,F,Pediatrics,dominic51@example.net,6449251925,62/914 puri circle,Warangal,VA,78494,US,Inactive
GPROV0000094,1,CRM_A,2025-11-30T06:26:37,3667292043.0,Girik,Sampath,U,Endocrinology,,5733221418,59/296 gaba street,Dehradun,NY,37235,US,Active
GPROV0000095,1,CRM_B,2025-10-23T13:23:46,,G.,Sampath,U,Endocrinology,,5733221418,59/296 gaba street,Dehradun,NY,37235,US,Active
GPROV0000096,2,CRM_A,2025-12-29T02:28:53,5306459450.0,Raksha,Bassi,F,Orthopedics,rpatla@example.net,7947383473,97/746 wable circle,Nanded,AZ,40340,US,Active
GPROV0000097,1,CRM_A,2026-01-17T13:41:11,,Ryan,Devi,F,Neurology,,8141247826,750 bera marg,Ambala,NY,65723,US,Active
GPROV0000098,1,CRM_B,2026-01-22T08:01:19,,R.,Devi,F,General Medicine,charles75@example.net,8141247826,750 bera marg,Ambala,NY,65723,US,Active
GPROV0000099,1,CRM_A,2026-01-07T14:04:24,8699281063.0,Kashvi,Keer,F,Oncology,xbumb@example.org,5152204727,01/04 doctor ganj,Bhubaneswar,CO,67560,US,Active
GPROV0000100,1,CRM_B,2026-02-04T17:54:57,,Kashvi,Keer,F,Oncology,xbumb@example.org,5152204727,01/04 doctor ganj,Bhubaneswar,CO,67560,US,Active
GPROV0000101,2,CRM_A,2026-01-13T22:32:21,2880160025.0,Bhavya,Khanna,M,Orthopedics,jairaj03@example.com,9711798089,24/609 khosla path,Gaya,MA,89129,US,Active
GPROV0000102,1,CRM_A,2025-12-15T23:31:17,,Frederick,Viswanathan,U,Pulmonology,,1888880670,h.no. 40 bir path,New Delhi,GA,15273,US,Active
GPROV0000103,1,CRM_B,2026-01-19T06:11:50,,Frederick,Viswanathan,U,Pulmonology,,1888880670,h.no. 40 bir path,New Delhi,GA,15273,US,Active
GPROV0000104,3,CRM_A,2025-11-17T13:55:48,8792122716.0,Hemang,Natarajan,F,Pulmonology,,0585277221,h.no. 430 barman ganj,Tirupati,NY,52081,US,Active
GPROV0000105,1,CRM_A,2026-01-26T19:57:25,,Yutika,Rao,M,Neurology,ckulkarni@example.net,4505415667,h.no. 27 pillai chowk,Gwalior,TN,897441,IN,Active
GPROV0000106,1,CRM_B,2026-01-04T03:04:04,,Yutika,Rao,M,Neurology,ckulkarni@example.net,4505415667,h.no. 27 pillai chowk,Gwalior,TN,897441,IN,Active
GPROV0000107,1,CRM_A,2025-10-27T20:35:20,,Panini,Brar,F,Endocrinology,,1154479627,05 saran,Howrah,MD,70552,US,Inactive
GPROV0000108,1,CRM_B,2025-11-12T02:08:22,,Panini,Brar,F,Endocrinology,,1154479627,05 saran,Howrah,MD,70552,US,Inactive
GPROV0000109,1,CRM_A,2025-12-20T03:33:40,1221670908.0,Falan,Ravi,M,Psychiatry,yochana20@example.org,7021355690,75/571 devan,Sikar,PA,73532,US,Active
GPROV0000110,1,CRM_B,2025-12-23T20:49:44,,Falan,Ravi,M,Psychiatry,yochana20@example.org,7021355690,75/571 devan,Sikar,PA,73532,US,Active
GPROV0000111,2,CRM_A,2025-12-10T02:34:35,9648665968.0,Dipta,Mallick,U,Dermatology,ishaanbal@example.net,7868144739,73/121 gera chowk,Chandigarh,WA,24871,US,Inactive
GPROV0000112,1,CRM_A,2026-01-02T11:04:48,,Ekaja,Palan,M,Neurology,,2583132370,95/78 chadha street,Tirupati,UP,975271,IN,Inactive
GPROV0000113,1,CRM_B,2026-01-01T22:57:45,,Ekaja,Palan,M,Neurology,mannancharita@example.org,2583132370,95/78 chadha street,Tirupati,UP,975271,IN,Inactive
GPROV0000114,1,CRM_A,2025-12-03T01:06:54,,Mitali,Srinivas,F,Endocrinology,krout@example.org,5177852892,80 vasa zila,Avadi,TS,882544,IN,Active
GPROV0000115,1,CRM_B,2026-01-12T01:01:01,,Mitali,Srinivas,F,Endocrinology,krout@example.org,5177852892,80 vasa zila,Avadi,TS,882544,IN,Active
GPROV0000116,1,CRM_A,2026-01-26T23:48:02,,Nitesh,Edwin,M,General Medicine,,3584143842,81/82 dube,Mahbubnagar,TN,960408,IN,Active
GPROV0000117,1,CRM_B,2025-10-09T09:31:06,,Nitesh,Edwin,M,General Medicine,,3584143842,81/82 dube,Mahbubnagar,TN,960408,IN,Active
GPROV0000118,1,CRM_B,2025-10-27T20:30:44,,Nitesh,Edwin,M,General Medicine,,3584143842,81/82 dube,Mahbubnagar,TN,960408,IN,Active
GPROV0000119,2,CRM_A,2026-02-11T21:43:14,5933179746.0,Geetika,Barman,U,Psychiatry,bumbchakradev@example.net,4396907844,647 bhasin zila,Gandhidham,MA,81228,US,Inactive
GPROV0000120,2,CRM_A,2026-01-22T23:02:03,8625905455.0,Ojasvi,Sule,U,Pediatrics,vjani@example.net,5556258815,14 kota chowk,Jalandhar,MD,59968,US,Inactive
GPROV0000121,1,CRM_A,2026-02-03T07:47:11,,Chandresh,Mannan,F,Gastroenterology,,9632595327,47 chana nagar,Dibrugarh,WB,718849,IN,Active
GPROV0000122,1,CRM_B,2025-12-31T01:31:35,,Chandresh,Mannan,F,Gastroenterology,,9632595327,47 chana nagar,Dibrugarh,WB,718849,IN,Active
GPROV0000123,1,CRM_A,2026-01-12T13:31:19,,Tanvi,Khosla,F,Orthopedics,,9500479748,h.no. 624 rau path,Ranchi,WB,251157,IN,Inactive
GPROV0000124,1,CRM_B,2025-11-07T11:29:22,,Tanvi,Khosla,F,Orthopedics,,9500479748,h.no. 624 rau path,Ranchi,WB,251157,IN,Inactive
GPROV0000125,1,CRM_A,2026-01-22T06:28:46,,Nandini,Behl,M,General Medicine,jananimani@example.org,8784991216,h.no. 85 issac street,Orai,TS,184216,IN,Active
GPROV0000126,1,CRM_B,2025-11-22T02:42:32,,Nandini,Behl,M,General Medicine,jananimani@example.org,8784991216,h.no. 85 issac street,Orai,TS,184216,IN,Active
GPROV0000127,1,CRM_B,2025-11-14T07:20:30,,Nandini,Behl,M,General Medicine,jananimani@example.org,8784991216,h.no. 85 issac street,Orai,TS,184216,IN,Active
GPROV0000128,1,CRM_A,2025-10-16T12:54:34,,Banjeet,Bath,M,Psychiatry,devangauri@example.com,7298259526,58/88 mistry chowk,Pune,WB,667296,IN,Active
GPROV0000129,1,CRM_B,2025-11-25T11:15:03,,Banjeet,Bath,M,Psychiatry,devangauri@example.com,7298259526,58/88 mistry chowk,Pune,WB,667296,IN,Active
GPROV0000130,2,CRM_A,2025-11-12T15:05:17,4747699292.0,Jyoti,Narula,M,Pediatrics,sahadarika@example.net,0974993097,96/23 choudhary nagar,Surat,GA,16028,US,Active
GPROV0000131,1,CRM_A,2025-12-21T22:44:32,,Ridhi,Murthy,M,Dermatology,adoshi@example.net,6897028385,65/27 oommen circle,Bilaspur,TN,814919,IN,Active
GPROV0000132,1,CRM_B,2026-01-18T11:36:53,,Ridhi,Murthy,M,Dermatology,,6897028385,65/27 oommen circle,Bilaspur,TN,814919,IN,Active
GPROV0000133,1,CRM_B,2025-12-15T16:21:41,,Ridhi,Murthy,M,Dermatology,adoshi@example.net,6897028385,65/27 oommen circle,Bilaspur,TN,814919,IN,Active
GPROV0000134,2,CRM_A,2026-01-22T13:10:53,3504640817.0,Veda,Handa,M,Pulmonology,aryamisra@example.org,4375758441,52 basak road,Vijayawada,AZ,97404,US,Active
GPROV0000135,1,CRM_A,2025-11-01T02:43:26,,Hiral,Sathe,U,Orthopedics,varenya33@example.net,8421993308,30/165 chaudhry chowk,Kolkata,MH,462351,IN,Active
GPROV0000136,1,CRM_B,2026-01-29T23:41:57,,Hiral,Sathe,U,Orthopedics,varenya33@example.net,8421993308,30/165 chaudhry chowk,Kolkata,MH,462351,IN,Active
GPROV0000137,1,CRM_B,2025-10-19T02:38:34,,Hiral,Sathe,U,Oncology,,8421993308,30/165 chaudhry chowk,Kolkata,MH,462351,IN,Active
GPROV0000138,2,CRM_A,2025-11-01T01:15:25,3075362821.0,Nakul,Ray,M,Neurology,psood@example.org,5401938026,h.no. 672 barad road,Bihar Sharif,NJ,48696,US,Active
GPROV0000139,1,CRM_A,2025-12-11T19:18:08,,Hredhaan,Nayak,F,Pulmonology,suhani88@example.com,8743152742,54/932 ravi,Kottayam,UP,151426,IN,Inactive
GPROV0000140,1,CRM_B,2025-12-14T10:44:53,,Hredhaan,Nayak,F,Pulmonology,suhani88@example.com,8743152742,54/932 ravi,Kottayam,UP,151426,IN,Inactive
GPROV0000141,1,CRM_B,2026-01-18T23:11:35,,Hredhaan,Nayak,F,Pulmonology,suhani88@example.com,8743152742,54/932 ravi,Kottayam,UP,151426,IN,Inactive
GPROV0000142,1,CRM_A,2026-02-09T06:27:21,,Falak,Chadha,F,Pulmonology,lchandran@example.org,5304637454,h.no. 53 dani nagar,Aizawl,TN,299367,IN,Active
GPROV0000143,1,CRM_B,2025-11-16T08:04:12,,Falak,Chadha,F,Pulmonology,lchandran@example.org,5304637454,h.no. 53 dani nagar,Aizawl,TN,299367,IN,Active
GPROV0000144,2,CRM_A,2025-10-11T01:10:38,8682023540.0,Nathaniel,Ravi,U,Psychiatry,jacob45@example.net,3272795687,918 wable chowk,Solapur,CO,48680,US,Active
GPROV0000145,3,CRM_A,2025-10-24T09:18:34,9218363978.0,Isaac,Bhatia,U,General Medicine,masongala@example.com,7139718707,67/90 shere circle,Lucknow,CT,73156,US,Active
GPROV0000146,2,CRM_A,2026-01-15T15:55:08,5151086814.0,Meghana,Kumar,M,Oncology,kamdarelijah@example.org,5180170462,65/676 buch marg,Karnal,MD,83048,US,Active
GPROV0000147,2,CRM_A,2025-12-16T01:45:25,2595467139.0,Jagat,Gokhale,F,Gastroenterology,,0047868633,h.no. 24 chowdhury ganj,Gurgaon,,83584,US,Active
GPROV0000148,1,CRM_A,2026-01-26T04:28:18,,Amol,Khosla,U,Gastroenterology,,1190790306,830 thakur street,Muzaffarpur,TS,528129,IN,Active
GPROV0000149,1,CRM_B,2025-11-04T07:22:40,,Amol,Khosla,U,Gastroenterology,,1190790306,830 thakur street,Muzaffarpur,TS,528129,IN,Active
GPROV0000150,1,CRM_A,2025-12-21T06:09:30,5877639950.0,Eiravati,Nagi,M,Oncology,chasmumdhar@example.net,3644089268,h.no. 568 saha path,Jalgaon,AK,80804,US,Inactive
GPROV0000151,1,CRM_B,2025-12-16T07:21:11,,Eiravati,Nagi,M,Neurology,chasmumdhar@example.net,3644089268,h.no. 568 saha path,Jalgaon,AK,80804,US,Inactive
GPROV0000152,1,CRM_B,2026-01-09T16:23:04,,Eiravati,Nagi,M,Oncology,,3644089268,h.no. 568 saha path,Jalgaon,AK,80804,US,Inactive
