provider_id_source_1,provider_id_source_2,source_system_1,source_system_2,npi_1,npi_2,email_1,email_2,phone_1,phone_2,name_sim,addr_sim,city_sim,npi_match,email_match,phone_match,postal_match,state_match,match_score,decision,block_key,scored_at
CRM_A_P_PROV_00087_175,CRM_B_P_PROV_00087_520,CRM_A,CRM_B,,,suhani88@example.com,suhani88@example.com,8743152742,8743152742,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::suhani88@example.com,2026-02-05T14:34:19
CRM_A_P_PROV_00087_175,CRM_B_P_PROV_00087_424,CRM_A,CRM_B,,,suhani88@example.com,suhani88@example.com,8743152742,8743152742,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::suhani88@example.com,2026-02-05T14:34:19
CRM_B_P_PROV_02134_410,CRM_B_P_PROV_02134_141,CRM_B,CRM_B,,,bhatnagardalbir@example.net,bhatnagardalbir@example.net,2152941761,2152941761,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::bhatnagardalbir@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02134_767,CRM_B_P_PROV_02134_141,CRM_A,CRM_B,,,bhatnagardalbir@example.net,bhatnagardalbir@example.net,2152941761,2152941761,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::bhatnagardalbir@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02134_767,CRM_B_P_PROV_02134_410,CRM_A,CRM_B,,,bhatnagardalbir@example.net,bhatnagardalbir@example.net,2152941761,2152941761,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::bhatnagardalbir@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02130_945,CRM_B_P_PROV_02130_989,CRM_A,CRM_B,3744121107.0,,elijahtripathi@example.com,elijahtripathi@example.com,8680439429,8680439429,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::elijahtripathi@example.com,2026-02-05T14:34:21
CRM_A_P_PROV_02124_169,CRM_B_P_PROV_02124_236,CRM_A,CRM_B,,,aarnav59@example.com,aarnav59@example.com,7616806803,7616806803,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::aarnav59@example.com,2026-02-05T14:34:21
CRM_A_P_PROV_02117_385,CRM_B_P_PROV_02117_808,CRM_A,CRM_B,,,loyalzilmil@example.net,loyalzilmil@example.net,5792578523,5792578523,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::loyalzilmil@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02112_682,CRM_B_P_PROV_02112_382,CRM_A,CRM_B,,,advaybir@example.net,advaybir@example.net,7692704388,7692704388,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::advaybir@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02106_711,CRM_B_P_PROV_02106_996,CRM_A,CRM_B,2002553400.0,,bhaktasaanvi@example.net,bhaktasaanvi@example.net,7755005357,7755005357,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::bhaktasaanvi@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02102_963,CRM_B_P_PROV_02102_362,CRM_A,CRM_B,8769612701.0,,usane@example.net,usane@example.net,7824256582,7824256582,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::usane@example.net,2026-02-05T14:34:21
CRM_B_P_PROV_02101_945,CRM_B_P_PROV_02101_458,CRM_B,CRM_B,9705476853.0,,duttbhavika@example.net,duttbhavika@example.net,7852346151,7852346151,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::duttbhavika@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02101_461,CRM_B_P_PROV_02101_458,CRM_A,CRM_B,9705476853.0,,duttbhavika@example.net,duttbhavika@example.net,7852346151,7852346151,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::duttbhavika@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_00127_271,CRM_B_P_PROV_00127_113,CRM_A,CRM_B,2879792991.0,,dkhare@example.org,dkhare@example.org,6179904210,6179904210,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::dkhare@example.org,2026-02-05T14:34:19
CRM_A_P_PROV_00121_517,CRM_B_P_PROV_00121_978,CRM_A,CRM_B,3799620568.0,,kevinmittal@example.org,kevinmittal@example.org,1541520643,1541520643,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::kevinmittal@example.org,2026-02-05T14:34:19
CRM_A_P_PROV_00119_918,CRM_B_P_PROV_00119_962,CRM_A,CRM_B,,,mayasuri@example.org,mayasuri@example.org,4667116845,4667116845,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::mayasuri@example.org,2026-02-05T14:34:19
CRM_A_P_PROV_00117_811,CRM_B_P_PROV_00117_374,CRM_A,CRM_B,,,comaramrita@example.net,comaramrita@example.net,8078361340,8078361340,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::comaramrita@example.net,2026-02-05T14:34:19
CRM_A_P_PROV_00114_200,CRM_B_P_PROV_00114_741,CRM_A,CRM_B,,,tanvi92@example.net,tanvi92@example.net,4991251341,4991251341,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::tanvi92@example.net,2026-02-05T14:34:19
CRM_B_P_PROV_00104_476,CRM_A_P_PROV_00104_146,CRM_B,CRM_A,,,wkari@example.net,wkari@example.net,6296194311,6296194311,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::wkari@example.net,2026-02-05T14:34:19
CRM_A_P_PROV_00104_582,CRM_A_P_PROV_00104_146,CRM_A,CRM_A,,,wkari@example.net,wkari@example.net,6296194311,6296194311,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::wkari@example.net,2026-02-05T14:34:19
CRM_A_P_PROV_00104_582,CRM_B_P_PROV_00104_476,CRM_A,CRM_B,,,wkari@example.net,wkari@example.net,6296194311,6296194311,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::wkari@example.net,2026-02-05T14:34:19
CRM_A_P_PROV_00102_857,CRM_B_P_PROV_00102_710,CRM_A,CRM_B,,,psaraf@example.com,psaraf@example.com,1803397401,1803397401,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::psaraf@example.com,2026-02-05T14:34:19
CRM_A_P_PROV_02096_501,CRM_B_P_PROV_02096_699,CRM_A,CRM_B,4819768686.0,,daksheshshanker@example.net,daksheshshanker@example.net,0378101032,0378101032,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::daksheshshanker@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02093_128,CRM_B_P_PROV_02093_151,CRM_A,CRM_B,,,qvig@example.net,qvig@example.net,3217749117,3217749117,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::qvig@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02086_889,CRM_B_P_PROV_02086_978,CRM_A,CRM_B,,,jmallick@example.org,jmallick@example.org,0512927243,0512927243,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::jmallick@example.org,2026-02-05T14:34:21
CRM_B_P_PROV_02084_547,CRM_B_P_PROV_02084_659,CRM_B,CRM_B,4174628090.0,,gbarad@example.net,gbarad@example.net,9993191400,9993191400,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::gbarad@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02084_877,CRM_B_P_PROV_02084_659,CRM_A,CRM_B,4174628090.0,,gbarad@example.net,gbarad@example.net,9993191400,9993191400,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::gbarad@example.net,2026-02-05T14:34:21
CRM_B_P_PROV_02082_642,CRM_B_P_PROV_02082_442,CRM_B,CRM_B,,,sarafowen@example.net,sarafowen@example.net,1435934106,1435934106,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::sarafowen@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02082_451,CRM_B_P_PROV_02082_442,CRM_A,CRM_B,,,sarafowen@example.net,sarafowen@example.net,1435934106,1435934106,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::sarafowen@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02082_451,CRM_B_P_PROV_02082_642,CRM_A,CRM_B,,,sarafowen@example.net,sarafowen@example.net,1435934106,1435934106,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::sarafowen@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02081_894,CRM_B_P_PROV_02081_393,CRM_A,CRM_B,,,vedant51@example.com,vedant51@example.com,0951427702,0951427702,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::vedant51@example.com,2026-02-05T14:34:21
CRM_A_P_PROV_00141_192,CRM_B_P_PROV_00141_667,CRM_A,CRM_B,,,kritikamohanty@example.net,kritikamohanty@example.net,4220969029,4220969029,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::kritikamohanty@example.net,2026-02-05T14:34:19
CRM_A_P_PROV_00138_912,CRM_B_P_PROV_00138_908,CRM_A,CRM_B,,,harishkota@example.net,harishkota@example.net,4803965223,4803965223,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::harishkota@example.net,2026-02-05T14:34:19
CRM_A_P_PROV_00137_360,CRM_B_P_PROV_00137_157,CRM_A,CRM_B,,,zaidbahl@example.com,zaidbahl@example.com,5787598564,5787598564,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::zaidbahl@example.com,2026-02-05T14:34:19
CRM_A_P_PROV_00131_511,CRM_B_P_PROV_00131_295,CRM_A,CRM_B,,,matthewahuja@example.com,matthewahuja@example.com,3850506413,3850506413,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::matthewahuja@example.com,2026-02-05T14:34:19
CRM_A_P_PROV_00128_950,CRM_B_P_PROV_00128_606,CRM_A,CRM_B,,,balangautami@example.com,balangautami@example.com,8149177850,8149177850,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::balangautami@example.com,2026-02-05T14:34:19
CRM_A_P_PROV_02078_142,CRM_B_P_PROV_02078_873,CRM_A,CRM_B,,,aditya56@example.net,aditya56@example.net,4211874900,4211874900,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::aditya56@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02076_287,CRM_B_P_PROV_02076_430,CRM_A,CRM_B,,,bassidhruv@example.com,bassidhruv@example.com,6830953122,6830953122,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::bassidhruv@example.com,2026-02-05T14:34:21
CRM_A_P_PROV_02074_988,CRM_B_P_PROV_02074_475,CRM_A,CRM_B,,,harshil10@example.com,harshil10@example.com,6241266768,6241266768,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::harshil10@example.com,2026-02-05T14:34:21
CRM_A_P_PROV_02067_191,CRM_B_P_PROV_02067_607,CRM_A,CRM_B,,,shroffbalveer@example.net,shroffbalveer@example.net,6336027315,6336027315,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::shroffbalveer@example.net,2026-02-05T14:34:21
CRM_A_P_PROV_02066_125,CRM_B_P_PROV_02066_666,CRM_A,CRM_B,,,odada@example.com,odada@example.com,2948467640,2948467640,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::odada@example.com,2026-02-05T14:34:21
CRM_A_P_PROV_02065_733,CRM_B_P_PROV_02065_845,CRM_A,CRM_B,,,dakshaurora@example.org,dakshaurora@example.org,3278928243,3278928243,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::dakshaurora@example.org,2026-02-05T14:34:21
CRM_B_P_PROV_02063_678,CRM_A_P_PROV_02063_227,CRM_B,CRM_A,,,brijeshkrishnan@example.org,brijeshkrishnan@example.org,0631910697,0631910697,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::brijeshkrishnan@example.org,2026-02-05T14:34:21
CRM_A_P_PROV_02063_133,CRM_A_P_PROV_02063_227,CRM_A,CRM_A,,,brijeshkrishnan@example.org,brijeshkrishnan@example.org,0631910697,0631910697,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::brijeshkrishnan@example.org,2026-02-05T14:34:21
CRM_A_P_PROV_02063_133,CRM_B_P_PROV_02063_678,CRM_A,CRM_B,,,brijeshkrishnan@example.org,brijeshkrishnan@example.org,0631910697,0631910697,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::brijeshkrishnan@example.org,2026-02-05T14:34:21
CRM_A_P_PROV_00175_178,CRM_B_P_PROV_00175_331,CRM_A,CRM_B,,,sanghaarya@example.net,sanghaarya@example.net,2294057202,2294057202,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::sanghaarya@example.net,2026-02-05T14:34:19
CRM_A_P_PROV_00174_618,CRM_B_P_PROV_00174_378,CRM_A,CRM_B,,,jmunshi@example.org,jmunshi@example.org,4397359893,4397359893,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::jmunshi@example.org,2026-02-05T14:34:19
CRM_A_P_PROV_00171_254,CRM_B_P_PROV_00171_673,CRM_A,CRM_B,3057629778.0,,xtrivedi@example.org,xtrivedi@example.org,9221699586,9221699586,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::xtrivedi@example.org,2026-02-05T14:34:19
CRM_A_P_PROV_00161_312,CRM_B_P_PROV_00161_129,CRM_A,CRM_B,,,udarshdeep@example.org,udarshdeep@example.org,0982150648,0982150648,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::udarshdeep@example.org,2026-02-05T14:34:19
CRM_A_P_PROV_00159_633,CRM_B_P_PROV_00159_139,CRM_A,CRM_B,,,vrishtichakrabarti@example.org,vrishtichakrabarti@example.org,6666760083,6666760083,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::vrishtichakrabarti@example.org,2026-02-05T14:34:19
CRM_A_P_PROV_00152_490,CRM_B_P_PROV_00152_879,CRM_A,CRM_B,,,vrinda97@example.org,vrinda97@example.org,9855241406,9855241406,1.0,1.0,1.0,0,1,1,1,1,0.67,manual_review,EMAIL::vrinda97@example.org,2026-02-05T14:34:19
